id,title,description,category,priority,is_fake,is_duplicate,is_anomaly
732,Student injured due to broken lab stool,A student was injured when a broken laboratory stool gave way during a session. The stool had a visible crack that had been reported two weeks earlier.,LABORATORY,HIGH,false,false,false
733,Insufficient sockets in computer lab,The computer lab has fewer power sockets than workstations. Students using personal laptops must share extension cords creating a tangled hazard on the floor.,LABORATORY,MEDIUM,false,false,false
734,Biology lab specimens not labelled,Preserved specimens in the biology laboratory are not labelled. Students preparing for the practical examination cannot identify which specimen corresponds to which organism.,LABORATORY,HIGH,false,false,false
735,Cold storage in chemistry lab not working,The cold storage unit in the chemistry laboratory where temperature-sensitive reagents should be stored is not functioning. Reagents may have degraded affecting experimental outcomes.,LABORATORY,HIGH,false,false,false
736,Lab ventilation fans not working,The ventilation fans in the electronics laboratory have not been functional for over a month. The room temperature becomes uncomfortable for students during three-hour sessions.,LABORATORY,MEDIUM,false,false,false
737,No inventory system in lab,There is no formal inventory system for laboratory consumables. This results in shortages during practical sessions when materials run out mid-experiment without warning.,LABORATORY,MEDIUM,false,false,false
738,Practical exam conducted in broken lab,The practical examination was conducted in a laboratory where three out of eight workstations were not functioning. Students assigned to broken stations were at a severe disadvantage.,LABORATORY,CRITICAL,false,false,true
739,Lab safety poster outdated,The laboratory safety posters on display are from ten years ago and reference chemicals and procedures that are no longer used. Current students are following outdated safety guidance.,LABORATORY,MEDIUM,false,false,false
740,Network lab switches not configured,The switches in the networking laboratory are factory-default and have not been configured for the experiments in the curriculum. Students cannot conduct meaningful practical exercises.,LABORATORY,HIGH,false,false,false
741,Examination seating plan not disclosed,The examination seating plan is not disclosed to students in advance. Students arrive at the examination hall and must locate their seat number from a posted list under time pressure.,OTHER,LOW,false,false,false
742,No student lounge near examination centre,There is no student lounge or waiting area near the examination centre. Students who arrive early must wait outside in the sun or find seating elsewhere.,OTHER,LOW,false,false,false
743,Mobile signal jammer affecting emergency calls,The mobile signal jammer installed in the examination centre is affecting phone signal in adjacent areas including the medical room. Students in emergencies cannot call for help.,OTHER,CRITICAL,false,false,true
744,No formal recognition for volunteer work,Students who dedicate significant time to approved volunteer and community service activities receive no academic credit recognition or formal acknowledgment from the institution.,OTHER,LOW,false,false,false
745,No peer mentoring programme for new students,The college has no peer mentoring programme. First-year students have no seniors assigned to guide them through academic and administrative processes.,OTHER,MEDIUM,false,false,false
746,College letterhead being misused,Unofficial documents using the college letterhead and seal are being circulated. This has led to confusion among employers and other institutions receiving fraudulent documents.,OTHER,CRITICAL,false,false,true
747,No diversity cell in college,There is no diversity equity and inclusion cell in the college. Issues of discrimination faced by students from minority backgrounds have no institutional mechanism to be addressed.,OTHER,HIGH,false,false,false
748,College band forced to perform for free,The college music band members are regularly required to perform at management events without compensation or time off from academic commitments.,OTHER,LOW,false,false,false
749,Student internship listings on portal are fake,Several internship listings posted on the college placement portal contain inaccurate company names locations and compensation details. Students have applied and been misled.,OTHER,HIGH,false,false,true
750,Teaching quality not evaluated regularly,The college does not conduct regular evaluations of teaching quality. Poor teaching continues without any accountability mechanism and student feedback is never acted upon.,OTHER,HIGH,false,false,false
751,Professor absent for 60% of semester,The professor assigned to teach Machine Learning has been present for fewer than 40% of the scheduled classes. The subject is critically important for placements.,ACADEMIC,CRITICAL,false,false,false
752,Marks changed without student knowledge,A student discovered that their internal assessment marks were changed in the university portal between two viewing sessions without any official communication.,ACADEMIC,CRITICAL,false,false,true
753,Dissertation supervisor ignoring student,My dissertation supervisor has not responded to a single email or meeting request in eight weeks. I am four weeks from submission and have no guidance.,ACADEMIC,CRITICAL,false,false,false
754,Assignment submitted but not recorded,I submitted my term assignment before the deadline. The portal shows no submission and the professor says there is no record. The submission confirmation email I received is being disputed.,ACADEMIC,HIGH,false,false,false
755,Academic probation notice without prior warning,I received an academic probation notice without any prior counselling or warning. The policy requires two prior warnings before probation can be imposed.,ACADEMIC,HIGH,false,false,false
756,Online class recordings deleted,Online lecture recordings from the first half of the semester were deleted from the portal without any backup or notice. Students preparing for exams have lost access to these resources.,ACADEMIC,HIGH,false,false,false
757,Exam result decimal error,My examination score was reported as 49.4 percent which rounds to 50 and should qualify as a pass. The system is treating it as a fail without applying standard rounding.,ACADEMIC,HIGH,false,false,false
758,Faculty not following UGC guidelines,The faculty workload and teaching schedule does not follow the UGC prescribed guidelines. Several faculty are teaching significantly beyond their mandated hours which affects teaching quality.,ACADEMIC,MEDIUM,false,false,false
759,Syllabus gap not addressed,A significant gap was identified in the syllabus coverage before the examination. Despite student representation no additional sessions were arranged and the gap was confirmed in the paper.,ACADEMIC,HIGH,false,false,false
760,Invigilator using phone during exam,The invigilator during the end-semester examination was using a mobile phone throughout the session. This sets a poor example and may have compromised examination integrity.,ACADEMIC,MEDIUM,false,false,false
761,Electrical shock risk from lab equipment,One of the power amplifiers in the electronics lab is giving mild electric shocks when touched. Two students have reported this and the equipment continues to be used.,INFRASTRUCTURE,CRITICAL,false,false,true
762,Classroom temperature unbearable in summer,The classrooms face direct afternoon sun with no blinds or curtains. In summer months the temperature inside reaches 40 degrees Celsius during afternoon sessions.,INFRASTRUCTURE,HIGH,false,false,false
763,Pipes burst causing flooding,A water pipe burst in the corridor adjacent to the server room. Water entered the server room briefly before staff intervened. IT infrastructure may have been affected.,INFRASTRUCTURE,CRITICAL,false,false,true
764,Poor acoustic design in lecture hall,The lecture hall has terrible acoustics. Faculty at the front cannot be heard clearly at the back even with microphones. This has been an ongoing issue since the hall was constructed.,INFRASTRUCTURE,HIGH,false,false,false
765,No natural light in basement classrooms,The basement classrooms used for tutorial sessions have no natural light and rely entirely on fluorescent lighting. Students spending extended periods in these rooms report eye strain.,INFRASTRUCTURE,MEDIUM,false,false,false
766,External gate left open at night,The external campus gate is routinely left open at night after the security guard leaves their post. This is a security vulnerability that has been reported multiple times.,INFRASTRUCTURE,HIGH,false,false,false
767,Electrical overloading in hostel corridors,Students in the hostel are using multiple high-wattage appliances on extension cords. The corridor electrical wiring is overloaded and the risk of a fire is significant.,INFRASTRUCTURE,CRITICAL,false,false,true
768,Smoking near oxygen storage area,Smoking has been observed near the medical store which stocks oxygen cylinders. This combination creates an extremely serious fire and explosion risk.,INFRASTRUCTURE,CRITICAL,false,false,true
769,Classroom seats not enough for all students,The registered strength for the class is 90 but the classroom capacity is 60. Thirty students sit on window sills floor or stand for every lecture.,INFRASTRUCTURE,HIGH,false,false,false
770,Animal entering building through broken grill,A stray dog has entered the college building through a broken window grill on three occasions causing disruption to classes and raising hygiene concerns.,INFRASTRUCTURE,MEDIUM,false,false,false
771,Student blackmailed using private information,A student is being blackmailed by a senior who claims to have personal information obtained from the student's college profile without authorisation.,HARASSMENT,CRITICAL,false,false,true
772,Faculty making religious comments,A professor regularly makes uninvited comments on the religious practices and choices of a student in the class making the student feel singled out and unwelcome.,HARASSMENT,HIGH,false,false,false
773,Student body shaming by peers,A student is being subjected to body shaming comments and jokes by classmates in both person and online. The behaviour has become systematic and the target is showing signs of distress.,HARASSMENT,HIGH,false,false,false
774,Professor rejecting legitimate medical documentation,A professor is refusing to accept a medical certificate from an authorised hospital as justification for examination absence citing personal doubts about its authenticity.,HARASSMENT,HIGH,false,false,false
775,Staff making personal comments on student clothing,Administrative and support staff have been making personal comments on how students dress in ways that are intrusive and not consistent with any published dress code policy.,HARASSMENT,MEDIUM,false,false,false
776,Grade changed after student filed harassment complaint,A student who filed a harassment complaint against a professor noticed that their course grade was retroactively changed to a lower value two weeks after the complaint was filed.,HARASSMENT,CRITICAL,false,false,true
777,Seniors preventing juniors from using gym equipment,Senior students have established an unwritten rule that juniors cannot use certain gym equipment. Juniors who attempt to do so are verbally intimidated.,HARASSMENT,MEDIUM,false,false,false
778,Professor discussing student health condition publicly,A professor mentioned a student's chronic health condition during a class discussion about absenteeism. The student had shared this information only in a confidential counselling session.,HARASSMENT,CRITICAL,false,false,false
779,False academic dishonesty charge,A student was charged with academic dishonesty for an assignment submission that was found similar to another student's. The student wrote original work and the similarity is coincidental.,HARASSMENT,HIGH,false,false,false
780,Peer group sharing student's personal diary,Personal entries written in a notebook left in the classroom were photographed by another student and shared in the class group. The victim is extremely distressed.,HARASSMENT,CRITICAL,false,false,false
781,Hostel canteen exploiting captive audience,The hostel canteen with no competition on campus is charging three times the market rate for essential food items. Students with no transport cannot access cheaper options.,HOSTEL,HIGH,false,false,false
782,Night warden missing from post,The night warden responsible for security between 11 PM and 6 AM is consistently absent from the duty station. Unknown individuals have been seen entering the hostel at these hours.,HOSTEL,CRITICAL,false,false,false
783,Hostel generator fuel stolen,Hostel residents noticed the generator ran out of fuel during a power cut. Investigation suggests the fuel was not refilled as scheduled and may have been misappropriated.,HOSTEL,HIGH,false,false,true
784,Hostel rules not applied equally to sports students,Students on the college sports team are allowed to return late bypass curfew and skip mess check-ins. The same rules are strictly enforced for non-sports students.,HOSTEL,MEDIUM,false,false,false
785,Hostel storage room accessible to all,The hostel storage room where confiscated items and student property are kept is not secured. Multiple students have reported items going missing from the storage.,HOSTEL,HIGH,false,false,false
786,Mess food inadequate for vegan students,There are no vegan meal options in the hostel mess. Students following a vegan diet for religious or health reasons have no viable food option within the campus.,HOSTEL,MEDIUM,false,false,false
787,Insect infestation in hostel room,My hostel room has a severe bed bug infestation. I reported this four weeks ago but no fumigation or room change has been arranged. My sleep is affected and I have skin reactions.,HOSTEL,HIGH,false,false,false
788,Hostel laundry facility limited to two hours,The hostel laundry facility is only available for two hours on Sunday. Given the number of residents this means most students never get access on a given week.,HOSTEL,LOW,false,false,false
789,Hostel residents denied emergency exit route information,Hostel residents were not informed of the emergency exit routes during induction. When a student asked the warden they were told to refer to a notice that was never posted.,HOSTEL,HIGH,false,false,false
790,Students not allowed personal visitors in hostel,The hostel does not allow any personal visitors including parents to meet students within the hostel premises. Students must walk to the main gate for any meeting.,HOSTEL,MEDIUM,false,false,false
791,Bus permit not valid for new route,The college bus was rerouted to a new road that is not covered under the existing vehicle permit. The bus may be operating illegally on this section of the route.,TRANSPORTATION,HIGH,false,false,true
792,No safety audit for college vehicles,No safety or fitness audit has been conducted for any of the college bus fleet this academic year. Several buses have visible mechanical wear and maintenance issues.,TRANSPORTATION,HIGH,false,false,false
793,Bus conductor collecting unauthorised fees,The bus conductor has been collecting an informal monthly charge from students claiming it is for additional services. No official communication supports this collection.,TRANSPORTATION,HIGH,false,false,true
794,Student fell due to sudden braking,A student fell and was injured when the bus driver braked suddenly at high speed without warning. No incident report was filed and the injured student received no assistance.,TRANSPORTATION,CRITICAL,false,false,false
795,Bus not covered by valid insurance,A student observed that the insurance document displayed on the college bus has expired. This means students travelling are not covered in case of an accident.,TRANSPORTATION,CRITICAL,false,false,true
796,Unverified driver operating college bus,The college bus on Route 9 is being driven by a person who is not the registered driver. Students do not recognise the driver and the transport office cannot confirm their identity.,TRANSPORTATION,CRITICAL,false,false,true
797,Bus used for private hire on weekdays,The college bus assigned to Route 5 has been absent from its route on multiple mornings. Students later saw it being used for a private school pickup service.,TRANSPORTATION,HIGH,false,false,true
798,No bus for special needs student,A student with a mobility impairment who requires front-seat accessible transport is not accommodated by any of the current buses.,TRANSPORTATION,HIGH,false,false,false
799,Late bus causing examination absence,A student arrived late for an examination because the college bus was delayed by 50 minutes. The student was denied entry and recorded as absent for the paper.,TRANSPORTATION,CRITICAL,false,false,false
800,Bus route app showing wrong location,The college mobile app showing real-time bus location is consistently showing the wrong bus position. Students plan their commute around this data and are missing the bus as a result.,TRANSPORTATION,MEDIUM,false,false,false
801,Library fine system not transparent,The library fine calculation is not documented. Students receive unexpected fine amounts with no breakdown of how the amount was calculated.,LIBRARY,LOW,false,false,false
802,Thesis binding rejected twice,My thesis was rejected by the library for binding format twice despite following the guidelines I was given. The guidelines themselves appear to be inconsistent.,LIBRARY,MEDIUM,false,false,false
803,Library catalogue search not working,The online library catalogue search function has not been working for two weeks. Students cannot search for book availability and must manually check each shelf.,LIBRARY,MEDIUM,false,false,false
804,Faculty booking reading room for class,Faculty members are booking the library reading room for small group teaching sessions effectively displacing individual students who use it for studying.,LIBRARY,MEDIUM,false,false,false
805,No e-reader lending facility,The library has no e-reader or tablet lending facility. Students who need to access large volumes of digital content but lack devices have no institutional support.,LIBRARY,LOW,false,false,false
806,Library hours not accommodating prayer times,The library schedule does not accommodate daily prayer times. Students with religious observance requirements cannot use the library during certain periods without missing prayers.,LIBRARY,MEDIUM,false,false,false
807,Old password still required for e-resources,The login credentials for subscribed e-resources were not updated when the system was renewed. Students are locked out because they are using credentials that no longer work.,LIBRARY,MEDIUM,false,false,false
808,No mechanism to request new book purchases,There is no formal mechanism for students to request books to be purchased by the library. Student research needs are never fed into the acquisition process.,LIBRARY,LOW,false,false,false
809,Library not accepting books for donation,A batch of graduating students tried to donate their textbooks to the library before leaving. The library refused to accept them despite having no copies of those titles.,LIBRARY,LOW,false,false,false
810,Head librarian unresponsive to student requests,The head librarian has not responded to formal written requests from multiple students about access issues and policy clarifications for over six weeks.,LIBRARY,MEDIUM,false,false,false
811,Lab report not accepted due to font issue,A student's laboratory report was rejected because the font size did not exactly match an unwritten unofficial standard. No such format requirement exists in any published document.,LABORATORY,LOW,false,false,false
812,Lab computer virus affecting student work,A computer virus in the computer science lab has corrupted student project files saved on lab computers. The virus was known to IT staff but no action was taken for two weeks.,LABORATORY,HIGH,false,false,false
813,No lockable storage for personal items in lab,The laboratory has no secure storage for students to leave personal belongings while conducting experiments. Items left on tables have been misplaced or stolen.,LABORATORY,MEDIUM,false,false,false
814,Equipment malfunction mid-experiment not logged,When equipment malfunctioned during a practical session the instructor asked students to estimate values rather than repeat the experiment. The malfunction was not logged.,LABORATORY,HIGH,false,false,false
815,Students not informed about chemical allergies,Students were not asked about chemical allergies before being assigned to chemistry laboratory experiments. A student had a mild allergic reaction to a reagent used in an experiment.,LABORATORY,CRITICAL,false,false,false
816,Practical cancelled on exam day without notice,The practical examination for Physics was cancelled on the day it was scheduled with no explanation. Students who had prepared found out only upon arriving at the laboratory.,LABORATORY,HIGH,false,false,false
817,Lab internet blocked during research project,The internet connection in the research computing laboratory was blocked during a critical phase of student thesis work. IT helpdesk confirmed no maintenance was scheduled.,LABORATORY,HIGH,false,false,false
818,No protective screen for laser equipment,Students working with low-power laser equipment in the optics laboratory are not provided with protective eyewear. International safety standards require protection even for low-power lasers.,LABORATORY,CRITICAL,false,false,true
819,Sample contaminated in biology practical,A practical examination sample was contaminated in the biology laboratory. Students who unknowingly worked with the contaminated sample recorded incorrect results affecting their marks.,LABORATORY,HIGH,false,false,false
820,Lab supervisor absent for entire semester,The designated supervisor for the mechatronics laboratory has been absent for the entire semester with no replacement. Students have been conducting sessions entirely unsupervised.,LABORATORY,CRITICAL,false,false,false
821,Health centre only open during class hours,The campus health centre is only open during class hours on weekdays. Students who fall ill in the evening on weekends or during holidays have no on-campus medical support.,OTHER,HIGH,false,false,false
822,No provision for student governance feedback,The student governance body has no mechanism to formally submit feedback to the college administration. All feedback must be routed through individual faculty contacts.,OTHER,MEDIUM,false,false,false
823,NSS credits not recorded,I have completed the mandatory NSS hours for two academic years. The NSS coordinator has not updated the portal to reflect my service hours which are required for my degree.,OTHER,HIGH,false,false,false
824,Fire safety certificate expired,The fire safety certificate for the main academic block expired six months ago and has not been renewed. This is a regulatory non-compliance that affects the safety of all occupants.,OTHER,CRITICAL,false,false,true
825,Students fined for natural hair styles,Students with natural hair styles that do not comply with an informal dress code are being asked to modify their appearance. No formal policy supports this requirement.,OTHER,MEDIUM,false,false,false
826,Events scheduled during Eid and Diwali,Major examinations and mandatory college events have been scheduled on religious festivals celebrated by significant portions of the student body without accommodation.,OTHER,HIGH,false,false,false
827,Student achievements not mentioned in annual report,Student achievements including national-level awards research publications and sports achievements were not mentioned in the college annual report despite being officially submitted.,OTHER,LOW,false,false,false
828,No structured project exhibition,The college has no annual technical or research project exhibition. Students with impressive projects have no institutional platform to showcase their work.,OTHER,LOW,false,false,false
829,Campus safety escort service not available,A safety escort service for students returning to hostels at night was promised in the college safety policy but has never been made operational.,OTHER,HIGH,false,false,false
830,No transparency in examination result moderation,The examination result moderation process is completely opaque. Students do not know how moderation decisions are made or whether their papers were reviewed fairly.,OTHER,HIGH,false,false,false
831,Mid-semester marks not uploaded on portal,The mid-semester examination marks are not uploaded on the student portal after two months. Students cannot track their academic progress or plan effectively.,ACADEMIC,MEDIUM,false,false,false
832,Professor frequently late to class,The professor for the Thermodynamics course consistently arrives 15 to 20 minutes late to every lecture. Over the semester this has resulted in over 10 hours of lost teaching time.,ACADEMIC,MEDIUM,false,false,false
833,Dissertation word limit not communicated,The word limit for the dissertation was communicated verbally but not in writing. Different students were given different figures and the examination section is now imposing a strict cut-off.,ACADEMIC,HIGH,false,false,false
834,Workshop credits not counted for CGPA,The credits for the mandatory workshop completed last year have not been added to my CGPA calculation. This affects my scholarship eligibility and rank.,ACADEMIC,HIGH,false,false,false
835,Elective course withdrawn after student selection,The elective course I selected during registration was withdrawn from the offering two weeks into the semester. I was assigned a compulsory course I had not chosen without any prior discussion.,ACADEMIC,HIGH,false,false,false
836,Course content not explained in English,A core subject is being explained entirely in a regional language in one section. Students who do not speak the language cannot follow the lectures.,ACADEMIC,HIGH,false,false,false
837,Student failing due to unmarked submission,A student who submitted all required coursework is failing because the submissions were never marked and entered into the system. No grade exists for them for three assignments.,ACADEMIC,HIGH,false,false,false
838,Annual report grade higher than actual,The grade displayed in the college annual report for the student section is higher than the actual grade as maintained in the academic records office.,ACADEMIC,HIGH,false,false,true
839,Assessment format changed last minute,The format of the end-semester examination was changed from essay-based to objective-based two days before the examination. Students had prepared for a completely different format.,ACADEMIC,HIGH,false,false,false
840,Practical marks deducted for late submission,Practical records submitted one day late due to a medical emergency were given zero without considering the medical certificate provided.,ACADEMIC,HIGH,false,false,false
841,Air conditioning causing illness,The air conditioning units in classroom 201 are blowing air with a mouldy smell. Three students have developed allergic reactions. The units have not been serviced in over a year.,INFRASTRUCTURE,HIGH,false,false,false
842,Water fountain not cleaned,The drinking water fountain in the main corridor has visible green growth on the interior and has not been cleaned in months. Students are forced to drink potentially contaminated water.,INFRASTRUCTURE,CRITICAL,false,false,true
843,Building expansion blocking natural light,The new building constructed adjacent to the main academic block is blocking natural light from entering classrooms on the east side entirely. This was foreseeable and not mitigated.,INFRASTRUCTURE,MEDIUM,false,false,false
844,Lab building entrance obstructed,The main entrance to the laboratory building is regularly obstructed by parked vehicles belonging to administrative staff. Students and faculty with mobility issues cannot access it easily.,INFRASTRUCTURE,MEDIUM,false,false,false
845,Dusty study environment causing health issues,The classrooms in the old wing have not been properly dusted or cleaned in months. Students with respiratory conditions are having recurring health issues related to the dusty environment.,INFRASTRUCTURE,MEDIUM,false,false,false
846,No secure cycle parking,The college has no secure cycle parking area. Student bicycles are regularly stolen or vandalised from the open parking area. The college takes no responsibility.,INFRASTRUCTURE,MEDIUM,false,false,false
847,Electrical panel unlocked in student area,An electrical panel in the student common area corridor is unlocked and accessible to anyone. Students with no electrical knowledge could accidentally touch live components.,INFRASTRUCTURE,CRITICAL,false,false,true
848,Overhead tanks low making water quality poor,The overhead water tanks serving the academic block are too small and frequently run low. When tanks are low the water pressure drops and sediment from the tank bottom enters the supply.,INFRASTRUCTURE,HIGH,false,false,false
849,Pedestrian walkway flooded regularly,The main pedestrian walkway connecting hostels to the academic block floods every time it rains due to poor drainage. Students wade through water or take a long detour.,INFRASTRUCTURE,MEDIUM,false,false,false
850,College gate auto-lock malfunctioning,The automatic gate at the college entrance malfunctions frequently locking in the closed position and blocking entry and exit for up to 30 minutes.,INFRASTRUCTURE,MEDIUM,false,false,false
851,Professor using fake credentials,A professor teaching an advanced subject has credentials that students discovered are from an institution that does not offer the claimed degree programme.,ACADEMIC,CRITICAL,false,false,true
852,Systematic grade lowering before placement season,Every year just before the on-campus placement season several students' internal marks are lowered resulting in their CGPA falling below the shortlisting threshold.,ACADEMIC,CRITICAL,false,false,true
853,Entire class failed in one subject,All sixty students in one section failed a particular subject while pass rates in all other subjects and sections were normal. The question paper and marking have not been reviewed.,ACADEMIC,CRITICAL,false,false,true
854,Student union elections rigged,The recently held student union elections were allegedly rigged in favour of students connected to the management. Independent candidates were denied fair campaign opportunities.,OTHER,CRITICAL,false,false,true
855,College denying NAAC accreditation access,The college is preventing the NAAC peer team from meeting students directly during an accreditation visit. Student feedback is being filtered through administrative staff.,OTHER,CRITICAL,false,false,true
856,Examination results withheld for fee default,The examination results of over a hundred students have been withheld citing pending dues. Many students have already paid but the accounts system has not updated.,ADMINISTRATIVE,CRITICAL,false,false,true
857,Mass shortage declared without verification,Attendance shortage has been declared for an entire batch without individual verification. Over 30 students who attended all classes are included in the shortage list.,ACADEMIC,CRITICAL,false,false,true
858,Faculty threatening to fail entire class,A professor openly threatened to fail the entire class if anyone reported the incomplete syllabus to the department head. This is documented in screenshots.,ACADEMIC,CRITICAL,false,false,false
859,College misrepresenting approval status,The college is enrolling students in programmes that have not received regulatory approval. Students are at risk of receiving degrees that are not valid.,ADMINISTRATIVE,CRITICAL,false,false,true
860,Research lab data stolen,Data from the campus research laboratory including unpublished results was accessed and shared externally. Three students thesis work may have been compromised.,LABORATORY,CRITICAL,false,false,true
861,Anonymous test submission,This submission is intentionally blank to test the system.,OTHER,LOW,true,false,false
862,Duplicate of hostel food complaint,Hostel mess food is repeatedly of poor quality and students are getting sick. This is the same issue I reported last month.,HOSTEL,HIGH,false,true,false
863,Repeat bus complaint same issue,College bus route 4 still consistently late. Filed same complaint in week 2 and week 4. No action taken.,TRANSPORTATION,MEDIUM,false,true,false
864,Duplicate library fine issue,Still being charged incorrectly for the books I returned on time. Same as my complaint filed three weeks ago.,LIBRARY,MEDIUM,false,true,false
865,Same lab safety issue unresolved,No safety equipment in electronics lab. This is the same issue raised two months ago and still unresolved.,LABORATORY,HIGH,false,true,false
866,Nothing happened to my grievance,I filed a complaint about a harassing professor but nothing was done and the situation is now worse.,HARASSMENT,CRITICAL,false,true,false
867,Fee complaint duplicate,Still charged twice for examination fee. Original complaint from last semester.,FINANCIAL,HIGH,false,true,false
868,Admin still not issuing certificate,I filed a complaint two months ago about my degree certificate not being issued. Still not resolved.,ADMINISTRATIVE,HIGH,false,true,false
869,Same ragging issue continuing,The ragging by seniors I reported has not stopped. The anti-ragging committee did nothing and the behaviour continues.,HARASSMENT,CRITICAL,false,true,false
870,Infrastructure complaint repeat,The broken projector in room 204 which I reported six weeks ago has still not been repaired.,INFRASTRUCTURE,LOW,false,true,false
871,Short submission test,Issue.,OTHER,LOW,true,false,false
872,Spam complaint,Buy cheap medicines online call now.,OTHER,LOW,true,false,false
873,Random text complaint,asdfghjkl this is not a real complaint just testing.,OTHER,LOW,true,false,false
874,Gibberish submission,aaaaaaaaaaaaaaaa bbbbbbbbbb,OTHER,LOW,true,false,false
875,Empty complaint with only title,Professor was rude.,ACADEMIC,LOW,true,false,false
876,Highly exaggerated complaint,Every professor at this college is completely incompetent. Every course is taught wrong. Every facility is broken. The entire institution is fraudulent and should be shut down.,ACADEMIC,LOW,true,false,false
877,Vague untestable allegation,Someone is doing something bad to students somewhere in the college building but I cannot say who what or where.,OTHER,LOW,true,false,false
878,Complaint with external links,My complaint is documented here: http://externalsite.com/complaint please visit for details.,OTHER,LOW,true,false,false
879,Repetition of same word,Unfair unfair unfair unfair unfair unfair unfair everything is unfair.,ACADEMIC,LOW,true,false,false
880,Complaint in all capitals,THE PROFESSOR FAILED ME FOR NO REASON THE MARKS ARE WRONG GIVE ME MY MARKS BACK NOW.,ACADEMIC,LOW,true,false,false
881,Professor not returning calls,My project supervisor has not responded to three weeks of emails and calls. Final submission is approaching and I have no feedback on my work.,ACADEMIC,HIGH,false,false,false
882,Library access card lost by staff,My library access card was handed to staff for renewal. After three weeks it has not been returned and the staff deny having received it.,LIBRARY,MEDIUM,false,false,false
883,Exam scheduled on cultural festival,The end-semester examination is scheduled on the day of the regional cultural festival which is an official state holiday. Students from that region must skip religious observance.,ACADEMIC,HIGH,false,false,false
884,Timetable conflict for elective,My elective course timetable conflicts with a core course. When this was raised the administration said one course must be dropped but both are compulsory.,ACADEMIC,CRITICAL,false,false,true
885,Hostel furniture not pest resistant,The wooden hostel furniture is heavily infested with woodworm and termites. Several tables and chairs have collapsed and the college has not arranged replacements.,HOSTEL,MEDIUM,false,false,false
886,Wi-Fi password not shared with new students,New students joining midway through the semester were not given the campus Wi-Fi credentials. They have been paying for mobile data to attend online sessions for six weeks.,INFRASTRUCTURE,MEDIUM,false,false,false
887,Student falsely accused of assault,A student has been falsely accused of physically assaulting another student. The accusation is not supported by CCTV footage or witness statements that are available.,HARASSMENT,CRITICAL,false,false,false
888,No compensation for cancelled internship,The college placement cell cancelled a confirmed internship arrangement at the last minute. The student had declined other offers. No alternate placement or compensation was provided.,OTHER,HIGH,false,false,false
889,Examination paper ran out during exam,The printed examination papers ran out during a batch examination. The last fifteen students to receive papers were given photocopied versions that were illegible in places.,ACADEMIC,HIGH,false,false,false
890,Professor using student as teaching assistant without pay,A student is being asked to conduct tutorial sessions and grade assignments without being paid or officially appointed as a teaching assistant.,ACADEMIC,CRITICAL,false,false,true
891,Mess serving non-freshly cooked food,The hostel mess is serving food that was clearly cooked the previous day and reheated. Students have confirmed this by the texture and temperature of the food served.,HOSTEL,HIGH,false,false,false
892,Lab server down during project submission,The college lab server on which students are required to submit final project files was down on the last day of submission. No extension was granted.,LABORATORY,CRITICAL,false,false,true
893,Student excluded from team due to gender,A female student was excluded from a competitive technical team by peer group members who stated they did not want female team members for a male-dominated competition.,HARASSMENT,CRITICAL,false,false,false
894,Mess fees increasing every semester,The hostel mess fee has increased every semester without any explanation. Over four semesters the fee has nearly doubled with no corresponding improvement in quality.,HOSTEL,HIGH,false,false,false
895,Transport coordinator unreachable,The college transport coordinator has been unreachable by phone or email for three weeks. Students with urgent transport issues have no point of contact.,TRANSPORTATION,HIGH,false,false,false
896,Plumbing failure flooding laboratory,A plumbing failure flooded the ground floor of the science laboratory block during active hours. Equipment and student belongings were damaged.,INFRASTRUCTURE,CRITICAL,false,false,true
897,Lab hazard not cleaned after spill,A chemical spill in the biology laboratory was not cleaned properly. Students in the next session worked in a contaminated space.,LABORATORY,CRITICAL,false,false,true
898,Professor threatening student with expulsion,A professor told a student that they would ensure the student is expelled for asking a question about exam marks in front of the class.,HARASSMENT,CRITICAL,false,false,false
899,Graduation requirement unclear,Students in the final year are receiving conflicting information about the number of credits required for graduation. The published guideline contradicts what the examination section says.,ACADEMIC,HIGH,false,false,false
900,Security staff harassing student near gate,A security guard near the main gate has been making rude and intrusive comments to a student every time they enter or exit the campus.,HARASSMENT,HIGH,false,false,false
901,Practical batch not rotated fairly,The practical laboratory batches were formed based on alphabetical order and have never been rotated. Students with surnames at the end of the alphabet always get the last session with tired instructors.,LABORATORY,LOW,false,false,false
902,Sports certificate not signed,I won a district-level sports event and submitted the certificate for CGPA bonus marks. After four months the certificate has not been processed or returned.,ACADEMIC,MEDIUM,false,false,false
903,College ID card expiry not communicated,My college ID card expired without any notification. I was denied entry to the examination hall because the card was expired. No renewal reminder was sent.,ADMINISTRATIVE,HIGH,false,false,false
904,Two professors giving conflicting instructions,Two faculty members teaching the same course in different sections gave conflicting instructions about the format for the term project. Students followed one and were penalised.,ACADEMIC,HIGH,false,false,false
905,Printing quota not reset at start of semester,The printing quota from last semester was not reset at the start of the new semester. Students who exhausted their quota early last year have no prints available this semester.,INFRASTRUCTURE,LOW,false,false,false
906,Student council funds misappropriated,The student council collected event participation fees from all students. The event was cancelled and the funds were not refunded. The council treasurer is not responding to queries.,FINANCIAL,HIGH,false,false,true
907,No washroom near sports ground,There is no washroom facility near the sports ground. Students playing outdoor sports must walk to the main building which is five minutes away.,INFRASTRUCTURE,LOW,false,false,false
